title,imdb_id,year,summary,people,decade,people_count,has_summary,language
Anahat (film),tt0371536,2003.0,"Anahat (Unhurt) is a 2003 Marathi film directed by Amol Palekar and starring Anant Nag, Sonali Bendre and Deepti Naval. Anahat won the Best Artistic Direction award at the World Film Festival of Bangkok, in 2003.",Amol Palekar; Anant Nag; Deepti Naval; Sonali Bendre,2000.0,4,True,
Maqbool,tt0379370,2003.0,"Maqbool is a 2003 Indian Hindi-language crime drama film directed by Vishal Bhardwaj, starring Irrfan Khan, Tabu, Pankaj Kapur, Naseeruddin Shah, Om Puri, Piyush Mishra, Murali Sharma, and Masumeh Makhija in an adaptation of the play Macbeth by Shakespeare.",Abbas Tyrewala; Ankur Vikal; Daya Shankar Pandey; Deepak Dobriyal; Dibyendu Bhattacharya; Irrfan Khan; Masumeh Makhija; Murali Sharma; Naseeruddin Shah; Om Puri; Pankaj Kapur; Piyush Mishra; Shammi Narang; Shwetha Menon; Tabu; Vishal Bhardwaj,2000.0,16,True,Hindi
Olu Saar Bari Olu,tt14691782,2003.0,"Olu Saar Bari Olu is a 2002 Indian Kannada-language comedy film directed by Nagendra Magudi. A remake of the Marathi film Ashi Hi Banwa Banwi (1988), the film stars Jayanthi, Ramesh Aravind, Anu Prabhakar, Mohan, Balaraj and Pramod Chakravarthi. The original story itself is based on Sailesh Dey's Bengali play Joymakali Boarding.",,2000.0,0,True,Kannada
Raktha Kanneeru,tt2187090,2003.0,"Raktha Kanneeru is a 2003 Indian Kannada-language film directed by Sadhu Kokila, starring Upendra and Ramya Krishna. The film was produced by Munirathna and was later dubbed in Telugu. The screenplay and dialogues of the film were written by Upendra and the music was composed by Sadhu Kokila.",Kota Srinivasa Rao; Munirathna; Ramya Krishnan; Sadhu Kokila; Upendra,2000.0,5,True,Kannada
123 (film),tt3415566,2002.0,"123 is a 2002 Indian Tamil-language romantic comedy film directed by K. Subash. It was partially reshot in Telugu and Kannada. The film stars real-life brothers Prabhu Deva, Raju Sundaram, and Nagendra Prasad alongside Jyothika as the female lead, while Deva composed the film's music. Based on the Marathi play All The Best by Devendra Pem, 123 was released on 1 June 2002.",Jyothika; K. Subash; Nagendra Prasad; Prabhu Deva; Raju Sundaram,2000.0,5,True,Tamil
Aankhen (2002 film),tt0306434,2002.0,"Aankhen (transl. Eyes) is a 2002 Indian Hindi-language heist thriller film directed by Vipul Amrutlal Shah, starring Amitabh Bachchan, Akshay Kumar, Arjun Rampal, Sushmita Sen, Paresh Rawal and Aditya Pancholi. The film is an adaptation of Shah's own Gujarati stage play Andhalo Pato.",Akshay Kumar; Amitabh Bachchan; Arjun Rampal; Paresh Rawal; Sushmita Sen; Vipul Amrutlal Shah,2000.0,6,True,Hindi
Agni Varsha,tt0326722,2002.0,"Agni Varsha is a 2002 Indian period drama film produced by Kashish Bhatnagar under the iDream Production banner and directed by Arjun Sajnani. It stars Amitabh Bachchan, Jackie Shroff, Nagarjuna, Raveena Tandon, Milind Soman, and Prabhu Deva, with music composed by Sandesh Shandilya and Taufiq Qureshi. The film is a silver screen adaptation of Girish Karnad's Mahabharat play The Fire and The Rain. The film's art direction was handled by Shashidhar Adapa and Choreography was handled by Prabhu Deva.",Akkineni Nagarjuna; Amitabh Bachchan; Anil Mehta; Arjun Sajnani; Deepti Bhatnagar; Jackie Shroff; Jayshree T.; Milind Soman; Mohan Agashe; Prabhu Deva; Raveena Tandon; Sonali Kulkarni,2000.0,12,True,
Humraaz,tt0326576,2002.0,"Humraaz (transl. Confidant) is a 2002 Indian Hindi-language thriller film directed by the duo Abbas–Mustan. The film stars Bobby Deol, Akshaye Khanna, and Ameesha Patel⁣⁣ and marks the third collaboration between Deol and the director duo.",Abbas Alibhai Burmawalla; Ameesha Patel; Bobby Deol; Ganesh Jain; Mastan Alibhai Burmawalla,2000.0,5,True,Hindi
Kunjikoonan,tt0356803,2002.0,"Kunjikoonan is a 2002 Indian Malayalam-language romantic comedy film directed by Sasi Shanker and produced by Milan Jaleel. The film's script was written by Benny P. Nayarambalam, based on his own stage play Vikalanga Varsham. It stars Dileep, Navya Nair, and Manya. Dileep plays dual roles in this movie and won Asianet Film Awards for Best Actor. The film was later remade into different Indian languages, such as Perazhagan (2004) in Tamil and Manmatha (2006) in Kannada. The Film was commercially success at box office and Dileep's Handicap character was praised by the critics",Benny P. Nayarambalam; Cochin Haneefa; Dileep (Gopalakrishnan P Pillai); Milan Jaleel; Navya nair; Saikumar; Sasi Shanker; Spadikam George,2000.0,8,True,Malayalam
Deham,tt0252363,2001.0,"Deham is a 2001 film directed by Govind Nihalani based on playwright Manjula Padmanabhan's play Harvest. It has Kitu Gidwani, Joy Sengupta, Alyy Khan, Surekha Sikri and Julie Ames in lead roles. It is a futuristic story depicting the organ sale from relatively poorer countries to the rich. Nihalani himself called it a ""serious social sci-fi film"". Deham won the Netpac award for the Best Asian Film at the 25th Goteborg Film Festival, 2002, in Sweden.",Govind Nihalani; Kitu Gidwani,2000.0,2,True,
Krishna Krishna,tt9021066,2001.0,"Krishna Krishna is a 2001 Indian Tamil language comedy film directed by S. Ve. Shekher, making his directorial debut. The film stars S. Ve. Shekher and Sukanya, with Vennira Aadai Moorthy, Sriman, Chinni Jayanth, Thyagu, Ramesh Khanna, Manorama, and Kovai Sarala playing supporting roles. The film was released on 8 June 2001. The film was adapted from S. Ve. Shekher's stage drama Adhirshtakaran.",S. Ve. Shekher,2000.0,1,True,Tamil
Hum Dil De Chuke Sanam,tt0150992,1999.0,"Hum Dil De Chuke Sanam, released internationally as Straight From the Heart, is a 1999 Indian Hindi-language romantic drama musical film directed, co-written, and produced by Sanjay Leela Bhansali. The film stars Salman Khan, Ajay Devgn, and Aishwarya Rai. Based on Jhaverchand Meghani's play Shetal ne Kathe, the film narrates the story of a newlywed man who discovers that his wife is in love with another man and decides to unite them. The film has also been described as a loose adaptation of Maitreyi Devi's Bengali novel Na Hanyate, although the film itself does not credit it as a source.",Aishwarya Rai Bachchan; Ajay Devgn; Salman Khan; Sanjay Leela Bhansali; Smita Jaykar; Zohra Sehgal,1990.0,6,True,Hindi
Aunty No. 1,tt0118654,1998.0,"Aunty No 1 is a 1998 Indian Hindi-language action comedy film directed by Kirti Kumar and written by Kader Khan and Sachin Bhowmik. It stars Govinda, Raveena Tandon, Harish Kumar and Kader Khan.",Govinda; Guddi Maruti; Harish Kumar; Kader Khan; Kirti Kumar; Raveena Tandon; Sachin Bhowmick,1990.0,7,True,Hindi
Bade Miyan Chote Miyan (1998 film),tt0118673,1998.0,"Bade Miyan Chote Miyan is a 1998 Indian Hindi-language action comedy film directed by David Dhawan and produced by Vashu Bhagnani under Pooja Entertainment. The film, which was the first Hindi film to be shot in the Ramoji Film City, stars Amitabh Bachchan and Govinda playing dual roles, alongside Raveena Tandon, Ramya Krishnan, Anupam Kher, Paresh Rawal, Sharat Saxena and Satish Kaushik. It is inspired by The Comedy of Errors and the 1995 American film Bad Boys.",Amitabh Bachchan; Anupam Kher; David Dhawan; Govinda; Paresh Rawal; Ramya Krishnan; Raveena Tandon; Vashu Bhagnani,1990.0,8,True,Hindi
Ulta Palta (1998 film),,1998.0,"Ulta Palta is a 1998 Indian Telugu-language comedy film produced by P. Balaram under the Sri Anupama Productions banner and directed by Relangi Narasimha Rao. It stars Rajendra Prasad, Srikanya, Reshma, Raksha and music composed by M. M. Srilekha. The film is a remake of the Kannada film of the same name (1997). Unlike the Kannada original, the Telugu version failed at box-office.",Padmanabhan Balaram; Rajendra Prasad; Relangi Narasimha Rao,1990.0,3,True,Telugu
Nagamandala,tt0246106,1997.0,"Nagamandala is a 1997 Indian Kannada-language drama film, directed by T. S. Nagabharana and written by Girish Karnad. Produced by Srihari L. Khoday with music by C. Aswath, It is an adaptation of a 1988 play by Karnad with the same name which is based on a local folk tale and ritual. It stars Prakash Raj and Vijayalakshmi in the lead roles. The film depicts a romantic plot between a woman and a snake in the disguise of her uncaring husband.",Girish Karnad; Prakash Raj; T. S. Nagabharana,1990.0,3,True,Kannada
Ulta Palta (1997 film),tt14088496,1997.0,"Ulta Palta (transl. Topsy-turvy) is a 1997 Indian Kannada film directed by N. S. Shankar and starring Ramesh Aravind, Kashi and Sushma Veer. It is based on Shakespeare's The Comedy of Errors. The music of the film was composed by V. Manohar. The film was remade in Telugu language with the same name (1998) and in Tamil as Ambuttu Imbuttu Embuttu (2005) starring Ashok Kashyap who was one of the co-producers and cinematographer of the film.",Ramesh Aravind,1990.0,1,True,Telugu
Aanazhagan,tt0315741,1995.0,"Aanazhagan is a 1995 Indian Tamil-language comedy film directed by Thiagarajan and produced by S. Balaji. The film stars Prashanth, newcomer Suneha, Vadivelu, Charle, and Chinni Jayanth, while K. R. Vijaya, Gandhimathi, and Vaishnavi play supporting roles. It is a remake of the Telugu film Chitram Bhalare Vichitram (1992), which itself is based on Sailesh Dey's Bengali play Joymakali Boarding. The music was composed by Ilaiyaraaja. In the film, Prashanth disguises himself as a woman in order to convince the landlady.",K. R. Vijaya; Prashanth; Thyagarajan,1990.0,3,True,Tamil
Chinna Vathiyar,tt0264478,1995.0,"Chinna Vathiyar is a 1995 Indian Tamil-language science fiction comedy film, directed by Singeetam Srinivasa Rao. The film stars Prabhu in a dual role, Khushbu, Ranjitha, Goundamani, Senthil and Nizhalgal Ravi. Music was by Ilaiyaraaja and lyrics were by Vaali. The comedy subplot was inspired by Crazy Mohan's play Madhu +2. The film was successful at the box office.",Goundamani; Khushbu Sundar; Nizhalgal Ravi; Prabhu Ganesan; Ranjitha; Senthil; Singeetam Srinivasa Rao,1990.0,7,True,Tamil
The Cloud Door,tt0112694,1995.0,"The Cloud Door is a 1994 short Indo-German drama film, directed by acclaimed Indian director Mani Kaul and featuring Hindu erotic literary themes. The film was produced by the German producer Regina Ziegler. The Cloud Door was featured along with other short films such as Susan Seidelman's The Dutch Master and Ken Russell's The Insatiable Mrs. Kirsch, as a part of Ziegler Films' compilation of short erotic films called Erotic Tales.",Anu Aggarwal; Mani Kaul,1990.0,2,True,
Vaa Magale Vaa,tt33164893,1994.0,"Vaa Magale Vaa is a 1994 Indian Tamil-language thriller film directed by Visu. The film stars Visu, Khushbu, Rekha and Veera Pandiyan, with Delhi Ganesh, Charle, Thyagu, T. P. Gajendran and T. S. Balachander playing supporting roles. Based on the play Mounam Kalaikirathu by Sornavel, it was released on 13 May 1994.",Deva; Visu,1990.0,2,True,Tamil
Yeh Dillagi,tt0111793,1994.0,"Yeh Dillagi is a 1994 Indian Hindi-language romantic comedy-drama film directed by Naresh Malhotra and produced by Yash Chopra for his production company Yash Raj Films. Based on the 1954 American film Sabrina, its story revolves on two brothers who both fall in love with their family driver's daughter, Sapna (Kajol), a successful model.",Aditya Chopra; Akshay Kumar; Kajol; Karisma Kapoor; Naresh Malhotra; Reema Lagoo; Sachin Bhowmick; Saif Ali Khan; Uday Chopra; Yash Chopra,1990.0,10,True,Hindi
Karpagam Vanthachu,,1993.0,"Karpagam Vanthachu is a 1993 Indian Tamil-language comedy film directed by R. Krishnamoorthy. The film stars Arjun and Radhika, with Gowtham Sundararajan, Y. G. Mahendran, Vidyasri, Soorya, S. S. Chandran, Vinu Chakravarthy, Vennira Aadai Moorthy, and Charle playing supporting roles. It was released on 15 October 1993. The film is an adaptation of the stage play Delhi Maamiyar written by Komal Swaminathan. It was dubbed into Telugu as Bejawada Rowdy.",Komal Swaminathan; R. Krishnamurthy; Sankar Ganesh,1990.0,3,True,Tamil
Bombat Hendthi,,1992.0,"Bombat Hendthi is a 1992 Indian Kannada-language comedy drama film directed by P. N. Ramachandra Rao and produced by R. Sriramulu. The movie was a remake of Rao's own Telugu film Chitram Bhalare Vichitram (1991) which itself was based on Sailesh Dey's Bengali play Joymakali Boarding. The film featured an ensemble cast including Shridhar, Ramesh Bhat, Sihi Kahi Chandru, Shruti, Abhinaya, Anjali and Tennis Krishna. The film's music was composed by Upendra Kumar and cinematography is by Babji.",P. N. Ramachandra Rao; Sridhar,1990.0,2,True,Kannada
Chitram! Bhalare Vichitram!!,tt0250297,1992.0,"Chitram! Bhalare Vichitram!! a 1992 Indian Telugu-language comedy film directed by P. N. Ramachandra Rao. The film features an ensemble cast including Naresh, Rajeevi, Subhalekha Sudhakar, Tulasi, Brahmanandam, and Maharshi Raghava. The film marked the first lead role for Rajeevi.",Brahmanandam; Giri Babu; Jaya Prakash Reddy; Kota Srinivasa Rao; Naresh; P. N. Ramachandra Rao; Subhalekha Sudhakar,1990.0,7,True,Telugu
Ek Hota Vidushak,tt0251067,1992.0,"Ek Hota Vidushak is a 1992 Marathi film directed by Jabbar Patel and produced by National Film Development Corporation of India. The film stars Laxmikant Berde, Madhu Kambikar, Nilu Phule, Varsha Usgaonkar in lead roles and Mohan Agashe and Dilip Prabhavalkar in supporting roles.",Dilip Prabhavalkar; Jabbar Patel; Laxmikant Berde; Mohan Agashe; Nilu Phule; Purushottam Laxman Deshpande; Varsha Usgaonkar,1990.0,7,True,
Isi Ka Naam Zindagi,tt0304204,1992.0,"Isi Ka Naam Zindagi is a 1992 Indian Hindi-language drama film directed by Kalidas, starring Aamir Khan, Farah, Pran, Shakti Kapoor in pivotal roles. It was a box office failure. However, actor Pran gave one of his best performances, which was used to promote the movie. It is a remake of Bengali film Bancharamer Bagaan, which itself was based on the Bengali play Shajano Bagaan by Manoj Mitra.",Aamir Khan; Farah; Govardhan Asrani; Kalidasa; Pran; Shakti Kapoor,1990.0,6,True,Hindi
Rukmavati Ki Haveli,tt0248384,1991.0,Rukmavati Ki Haveli (1991) is an Indian telefilm. The film is directed by Govind Nihalani and is based on Federico Garcia Lorca's Spanish play The House of Bernarda Alba. The screenplay is written by Nihalani himself.,Federico García Lorca; Govind Nihalani; Uttara Baokar,1990.0,3,True,
Saajan,tt0102825,1991.0,"Saajan is a 1991 Indian Hindi-language romantic drama film directed by Lawrence D'Souza and produced by Sudhakar Bokade. Loosely based on the classic French play Cyrano de Bergerac (1897), it stars Sanjay Dutt, Madhuri Dixit, and Salman Khan in lead roles, with Kader Khan, Reema Lagoo and Laxmikant Berde in supporting roles. Nadeem–Shravan composed the film's music whereas Sameer wrote the lyrics of the songs.",Kader Khan; Lawrence D'Souza; Laxmikant Berde; Madhuri Dixit; Reema Lagoo; Salman Khan; Sanjay Dutt; Sudhakar Bokade,1990.0,8,True,Hindi
Ashi Hi Banwa Banwi,tt0267277,1989.0,"Ashi Hi Banwa Banwi is a 1988 Indian Marathi-language comedy buddy film directed by Sachin Pilgaonkar and produced by Kiran Shantaram under the production banner of V. Shantaram Productions. Widely regarded as one of the greatest comedy films in Marathi cinema industry, it stars an ensemble cast of Ashok Saraf, Sachin Pilgaonkar, Laxmikant Berde, Siddharth Ray, Ashwini Bhave, Supriya Pilgaonkar, Priya Arun, Nivedita Joshi, Nayantara, Viju Khote, and Sudhir Joshi.",Ashok Saraf; Ashwini Bhave; Laxmikant Berde; Nivedita Joshi- Saraf; Priya Berde; Sachin Pilgaonkar; Siddharth Ray; Sudhir Joshi; Supriya Pilgaonkar,1980.0,9,True,Marathi
Ganashatru,tt0097409,1989.0,"Ganashatru is a 1990 Indian film directed by Satyajit Ray. It is an adaptation of Henrik Ibsen's 1882 play An Enemy of the People, and was released under that title in the UK. The cast includes Ray's favourite actor Soumitra Chatterjee, and veteran actors such as Dhritiman Chatterjee, Shubhendu Chatterjee, Manoj Mitra and Ruma Guhathakurta. Ray adapts the play to an Indian setting: a flourishing township in which a temple attracts devotees as well as tourists. When a health problem is discovered, Dr Ashok Gupta, played by Soumitra Chatterjee, finds his popularity flagging. The film was screened out of competition at the 1989 Cannes Film Festival.",Deepankar De; Dhritiman Chatterjee; Mamata Shankar; Manoj Mitra; Ruma Guha Thakurta; Satyajit Ray; Soumitra Chatterjee; Subhendu Chatterjee,1980.0,8,True,
Gawaahi,tt0215789,1989.0,"Gawaahi is a 1989 Bollywood film directed by Anant Balani. It was his directorial debut. The film stars Zeenat Aman, Shekhar Kapur, Ranjeeta Kaur and Ashutosh Gowariker. It was based on the 1934 play The Night of January 16th, a courtroom drama by Ayn Rand.",Anant Balani; Shekhar Kapur,1980.0,2,True,
Ore Oru Gramathiley,tt0308678,1989.0,"Ore Oru Gramathiley is a 1987 Indian Tamil-language film directed by K. Jyothi Pandian. The film stars Lakshmi and Nizhalgal Ravi. Based on the play Gandhi Gramam by Vaali, it revolves around a collector who manipulates her caste certificate to get a government job.",Nizhalgal Ravi; Yaragudipati Venkata Mahalakshmi,1980.0,2,True,Tamil
Kathai Kathaiyam Karanamam,tt9014928,1987.0,"Kathai Kathaiyam Karanamam is a 1987 Indian Tamil-language film written and directed by Y. G. Mahendran. It is based on the play [Im]perfect Murder by P. V. Y. Raman. The film stars Jaishankar, Rajeev, Mahendran and Pallavi. It was released on 18 September 1987.",Y. G. Mahendra,1980.0,1,True,Tamil
Thirumathi Oru Vegumathi,tt7455564,1987.0,"Thirumathi Oru Vegumathi is a 1987 Indian Tamil-language drama film, directed by Visu and produced by Kavithalayaa Productions. It is based on Visu's play Bharatha Matharkku Jai. The film stars Pandiyan, S. V. Sekhar, Nizhalgal Ravi and Visu. It was released on 26 January 1987. The film was remade in Kannada as Krishna Mechchida Radhe and in Telugu as Srimathi Oka Bahumathi.",Pandiyan; Visu,1980.0,2,True,Tamil
Vedham Pudhithu,tt0156166,1987.0,"Vedham Pudhithu is a 1987 Indian Tamil-language drama film directed and co-written by Bharathiraja. It is based on the play Saadhigal Illaiyadi Papa by K. Kannan, who wrote the film adaptation's dialogues and became known as Vedham Pudhithu Kannan. The film stars Sathyaraj, Saritha and Amala, with Raja, Charuhasan, Nizhalgal Ravi, Janagaraj and Master Dasarathi in supporting roles. It revolves around an atheist whose son falls in love with a Brahmin woman in the same village, leading to catastrophic consequences.",Amala Akkineni; Bharathiraja; Charuhasan; Janagaraj; S. Rangarajan; Saritha; Sathyaraj; Vedham Puthithu Kannan,1980.0,8,True,Tamil
27 Mavalli Circle,tt0389719,1986.0,"27 Mavalli Circle is a 1986 Indian Kannada language thriller film directed, written, produced, and enacted by T. N. Narasimhan. The film is adapted from Narasimhan's stage play of the same name which starred Lohithaswa in the lead role. The rest of the cast includes Devaraj in his film debut, Umashri, and Kalpana Reddy. The film's score is by L. Vaidyanathan. The story is based on Frederick Knott's 1966 play Wait Until Dark.",,1980.0,0,True,Kannada
Kariyilakkattu Pole,tt0248934,1986.0,"Kariyilakkattu Pole is a 1986 Indian Malayalam-language mystery thriller film written and directed by P. Padmarajan. It is based on the radio drama Sisirathil Oru Prabhatham by Sudhakar Mangalodayam, the plot follows DySP Achuthankutty who is investigating the murder of a film director, Harikrishnan. The film stars Mohanlal, Mammootty, Rahman, Sripriya, Karthika, Jalaja, and Unni Mary. The background score was composed by Johnson. A Padmarajan classic, the film is widely considered one of the best investigative thrillers ever made in Malayalam.",Jalaja; Karthika; Mammootty; Mohanlal; P. Padmarajan; Rahman; Sripriya,1980.0,7,True,Malayalam
Samsaram Adhu Minsaram,tt0308840,1986.0,"Samsaram Adhu Minsaram is a 1986 Indian Tamil-language drama film produced by AVM Productions, and written and directed by Visu. He also stars as part of an ensemble cast including Lakshmi, Chandrasekhar, Kishmu, Raghuvaran, Delhi Ganesh, Ilavarasi, Manorama, Madhuri, Kamala Kamesh, Dilip and Haja Sheriff. The film revolves around the splintering of a joint family, and the efforts made by the patriarch's eldest daughter-in-law to reunite them.",M. Saravanan; Visu,1980.0,2,True,Tamil
Aitbaar,tt0088687,1985.0,"Aitbaar (transl. 'Trust') is a 1985 Indian Hindi-language thriller film directed by Mukul Anand. It stars Raj Babbar, Dimple Kapadia, Suresh Oberoi, Danny Denzongpa, Sharat Saxena in pivotal roles. It was a remake of Alfred Hitchcock's 1954 thriller Dial M For Murder. It was further remade in Tamil in 1985 as Saavi and in Malayalam in 1989 as New Year.",Dimple Kapadia; Mukul S. Anand; Raj Babbar; Romesh Sharma; Suresh Oberoi; Vinay Shukla,1980.0,6,True,Hindi
Ankahee (1985 film),tt0249358,1985.0,"Ankahee is a 1985 Indian drama film directed by Amol Palekar and starring Amol Palekar, Deepti Naval and Shreeram Lagoo. It was based on the Marathi-language play Kalay Tasmai Namaha by C. T. Khanolkar. The film is also noted for its soundtrack, which won two awards at the 32nd National Film Awards, including Best Music Direction for Jaidev and Best Male Playback Singer for noted classical singer Pt. Bhimsen Joshi. Asha Bhosle also sang a couple of song, ""Kauno Thagwa Nagariya"" & ""Mujhe Bhi Radha Bana De Nandlal"". Director Amol Palekar's next film in the dual role of actor-director was Samaantar (2009).",Amol Palekar; Deepti Naval; Kamlesh Pandey; Shriram Lagoo; Vinod Mehra,1980.0,5,True,Marathi
Aval Sumangalithan,tt2710344,1985.0,"Aval Sumangalithan is a 1985 Indian Tamil-language drama film directed by Visu. Based on his play of the same name, the film stars Karthik and Ilavarasi. It was released on 19 July 1985. The film was remade in Telugu as Punyasthree (1986).",Karthik; Visu,1980.0,2,True,Tamil
Boeing Boeing (1985 film),tt0255013,1985.0,"Boeing Boeing is a 1985 Indian Malayalam-language romantic comedy film written and directed by Priyadarshan. The is a remake of the 1965 American film of the same name which itself was based on the 1960 French play of the same name. The plot follows Shyam (Mohanlal) who is dating three flight attendants at the same time, and the scenario gets complicated with the arrival of his friend Anilkumar (Mukesh) along with other obstructions.",Bobby Kottarakkara; Jagathy Sreekumar; K. P. A. C. Sunny; Lizy; M. G. Soman; Maniyanpilla Raju; Menaka; Mohanlal; Mukesh; Oduvil Unnikrishnan; Priyadarshan; Sankaradi; Shankar Panikkar; Sukumari,1980.0,14,True,Malayalam
Kamla (film),tt0296702,1985.0,"Kamla is a 1984 Hindi film produced and directed by Jagmohan Mundhra, starring Deepti Naval, Shabana Azmi, and Marc Zuber in lead roles. The film is titled after the character of Naval. The screenplay by Vijay Tendulkar was based on his play Kamala, written in 1981.",A. K. Hangal; Deepti Naval; Jag Mundhra; Marc Zuber; Shabana Azmi; Sulabha Deshpande; Tun Tun; Vijay Tendulkar,1980.0,8,True,
Raja Rishi,tt0320339,1985.0,"Raja Rishi is a 1985 Indian Tamil-language Hindu mythological film written and directed by K. Shankar. The film stars Sivaji Ganesan, Prabhu, M. N. Nambiar and Nalini. It is based on the play Viswamithran by A. S. Prakasam, which is about the sage Vishvamitra. The film was released on 20 September 1985, and failed at the box office.",A. S. Pragasam; K. R. Vijaya; K. Shankar; Nalini; Prabhu Ganesan; Sivaji Ganesan,1980.0,6,True,Tamil
Saavi,tt8719276,1985.0,"Saavi is a 1985 Indian Tamil-language crime thriller written and directed by Karthik Raghunath. The film stars Sathyaraj, Jaishankar, Saritha and Nizhalgal Ravi, with music composed by Gangai Amaran. It is a remake of the 1985 Hindi film Aitbaar which in turn is based on the 1954 American classic Dial M for Murder.",Jaishankar; Sathyaraj,1980.0,2,True,Tamil
Holi (1984 film),tt0087417,1984.0,"Holi is a 1984 Indian coming-of-age drama film directed by Ketan Mehta, whose socially conscious work has been compared to American director Spike Lee. It is based on eponymous play by Marathi writer, Mahesh Elkunchwar. The film starred Aamir Khan, Ashutosh Gowariker, Om Puri, Shreeram Lagoo, Deepti Naval, Meena Phatak and Naseeruddin Shah.",Aamir Khan; Ashutosh Gowariker; Ketan Mehta; Kitu Gidwani; Mahesh Elkunchwar; Mohan Gokhale; Naseeruddin Shah; Om Puri; Pradeep Uppoor; Rajendranath Zutshi,1980.0,10,True,
Indina Ramayana,tt1392146,1984.0,"Indina Ramayana is a 1984 Indian Kannada-language film, directed by Rajachandra and produced by Dwarakish. The film stars Vishnuvardhan, Sridhar and Tulasi. It is a remake of the Tamil film Oorukku Upadesam, itself based on Visu's play Sirithu Konde Azhugirom. The film had a successful run of 25 weeks in Mysore.",Chi. Udaya Shankar; Dwarakish; Rajachandra; Vishnuvardhan,1980.0,4,True,Kannada
Mashaal,tt0085912,1984.0,"Mashaal is a 1984 Bollywood action film. Produced and directed by Yash Chopra, it starred Dilip Kumar, Waheeda Rehman, Anil Kapoor and Rati Agnihotri. The role played by Anil Kapoor was first offered to Amitabh Bachchan and then to Kamal Haasan, but after they declined the offer, the role went to Anil Kapoor. Vinod Kumar plays a respected, law-abiding citizen who turns to crime for exacting revenge. The film was based on the Marathi play Ashroonchi Zhali Phule written by Marathi writer Vasant Kanetkar. The film was remade in Malayalam as Ithile Iniyum Varu with Mammootty playing the lead role.",Alok Nath; Amrish Puri; Anil Kapoor; Annu Kapoor; Avtar Gill; Dilip Kumar; Gulshan Grover; Iftekhar; Javed Akhtar; Madan Puri; Mohan Agashe; Nilu Phule; Rati Agnihotri; Saeed Jaffrey; Vikas Anand; Waheeda Rehman; Yash Chopra,1980.0,17,True,
Oorukku Upadesam,tt3323826,1984.0,"Oorukku Upadesam is a 1984 Indian Tamil-language film directed by S. P. Muthuraman. The film stars S. Ve. Shekher, Urvasi and Visu, with Delhi Ganesh, Charuhasan, Dilip, Subhakar Pushpalatha and Vanitha in supporting roles. It is an adaptation of Visu's 1974 play Sirithu Konde Azhugirom. The film was released on 24 February 1984. It was remade in Kannada the same year as Indina Ramayana.",S. P. Muthuraman; Visu,1980.0,2,True,Tamil
Party (1984 film),tt0248289,1984.0,"Party is a 1984 Hindi-language film directed by Govind Nihalani. The film boasted an ensemble cast, including Vijaya Mehta, Manohar Singh, Om Puri, Naseeruddin Shah, and Rohini Hattangadi. It based on the play Party (1976) by Mahesh Elkunchwar.",Govind Nihalani; Manohar Singh,1980.0,2,True,Hindi
Utsav,tt0088335,1984.0,"Utsav is a 1984 Hindi erotic drama film, produced by Shashi Kapoor and directed by Girish Karnad. The film is based on play Mrichakatika by Śūdraka. It was filmed in Hindi and English simultaneously, the post-production work of latter version was done in London.",Amjad Khan; Girish Karnad; Rekhā; Shashi Kapoor; Shekhar Suman,1980.0,5,True,
Anal Kaatru,tt3323842,1983.0,Anal Kaatru is a 1983 Indian Tamil-language film written and directed by Komal Swaminathan. It is based on Swaminathan's play Swarga Bhoomi. The film stars Rajesh and Vanitha Krishnachandran. It was released on 25 March 1983.,Komal Swaminathan; Rajesh,1980.0,2,True,Tamil
Katha (1983 film),tt0085776,1983.0,"Katha is a 1983 Indian romantic comedy film directed by Sai Paranjpye starring Farooq Sheikh, Naseeruddin Shah and Deepti Naval in the main roles. The film is about the daily lives of people living in a Mumbai chawl. The film won the National Film Award for Best Feature Film in Hindi. The story is based on S.G. Sathye's Marathi play Sasa Aani Kasav, which was also adapted into the 1988 movie Mukunthetta Sumitra Vilikkunnu. Film and music expert Rajesh Subramanian reveals that Kishore Kumar sang Maine tumse kuch nahin manga without a remuneration. Since he wanted to render a song for an art house cinema he told director Sai Paranjpe he will do it without a fee.",Deepti Naval; Farooq Sheikh; Naseeruddin Shah; Sai Paranjpye,1980.0,4,True,
Oru Indhiya Kanavu,tt0309965,1983.0,"Oru Indhiya Kanavu is a 1983 Indian Tamil-language film written and directed by Komal Swaminathan. It is based on his play of the same name. The film stars Rajeev, Suhasini and Lalitha, with Poornam Viswanathan in a supporting role. It was released on 30 September 1983 to widespread critical acclaim and won the National Film Award for Best Feature Film in Tamil at the 31st National Film Awards in 1984.",Komal Swaminathan; Suhasini Maniratnam,1980.0,2,True,Tamil
Poikkal Kudhirai (1983 film),tt0155024,1983.0,"Poikkal Kudhirai is a 1983 Indian Tamil-language romantic comedy film directed by K. Balachander, starring Ramakrishna and Viji. Lyricist Vaali made his acting debut through this film. Kamal Haasan appeared in a guest role. Poikkal Kudhirai was based on Crazy Mohan's play Marriage Made in Saloon. The film was an average success. It was remade in Kannada as Mavanige Thakka Aliya (1992).",Jeeva; K. Balachander; Viji,1980.0,3,True,Tamil
